연번,관리단체,행정동,설치장소(도로명),위도,경도
451,지케이협동조합,홍은2동,백련사길 180,37.58597979,126.927295
452,지케이협동조합,홍은2동,가좌로2길 60,37.58554532,126.9267071
453,지케이협동조합,홍은2동,가좌로2길 11-2,37.58545158,126.9242209
454,지케이협동조합,홍은2동,가좌로2길 26-10,37.58550016,126.9247988
455,지케이협동조합,홍은2동,가좌로2길 26-11,37.58546968,126.9250408
456,지케이협동조합,홍은2동,가좌로2길 31,37.58550814,126.9251771
457,지케이협동조합,홍은2동,가좌로2안길 37-2,37.58503613,126.9264924
458,지케이협동조합,홍은2동,가좌로2안길 29,37.58465849,126.9261435
459,지케이협동조합,홍은2동,명지2길 21,37.58300126,126.9273967
460,지케이협동조합,홍은2동,명지길 114,37.58251459,126.9271782
461,지케이협동조합,홍은2동,명지길 137,37.5833159,126.9261115
462,지케이협동조합,홍은2동,가좌로 104-7,37.58232919,126.9267818
463,지케이협동조합,홍은2동,명지길 101,37.58202819,126.9272676
464,지케이협동조합,홍은2동,명지길 89,37.5815687,126.9277276
465,지케이협동조합,홍은2동,명지길 33,37.57954848,126.9296456
466,지케이협동조합,홍은2동,명지길 19,37.5790902,126.930194
467,지케이협동조합,홍은2동,명지길 6-8,37.5789491,126.9307977
468,지케이협동조합,홍은2동,모래내로 342-12,37.58021596,126.9350256
469,지케이협동조합,홍은2동,연희로 261-60,37.57922913,126.9329802
470,지케이협동조합,홍은2동,백련사길 28-15,37.58138564,126.9334321
471,지케이협동조합,홍은2동,연희로41길 28,37.58993879,126.9355845
472,지케이협동조합,홍은2동,연희로37길 51,37.58429965,126.9349235
