연 번,행정동,도로명주소,지번주소,위도,경도
421,이촌2동,서울특별시 용산구 이촌로2가길 36 (이촌동),서울특별시 용산구 이촌동 211-2,37.52930054,126.9535769
422,이촌2동,서울특별시 용산구 이촌로2가길 122 (이촌동),서울특별시 용산구 이촌동 395,37.52489532,126.9552108
423,이촌2동,서울특별시 용산구 이촌로2가길 36 (이촌동),서울특별시 용산구 이촌동 211-2,37.52930054,126.9535769
424,이촌2동,서울특별시 용산구 이촌로 38 (이촌동),서울특별시 용산구 이촌동 209-1,37.52830977,126.954396
425,이촌2동,서울특별시 용산구 이촌로2가길 36 (이촌동),서울특별시 용산구 이촌동 211-2,37.52930054,126.9535769
426,이태원1동,서울특별시 용산구 녹사평대로26가길 32 (이태원동),서울특별시 용산구 이태원동 79-9,37.53252811,126.9932979
427,이태원1동,서울특별시 용산구 녹사평대로26나길 15 (이태원동),서울특별시 용산구 이태원동 96-115,37.53221164,126.9937516
428,이태원1동,서울특별시 용산구 이태원로26길 16-6 (이태원동),서울특별시 용산구 이태원동 73-6,37.53343206,126.9931947
429,이태원1동,서울특별시 용산구 녹사평대로26길 51 (이태원동),서울특별시 용산구 이태원동 83-1,37.53193249,126.9926689
430,이태원1동,서울특별시 용산구 보광로55길 15 (이태원동),서울특별시 용산구 이태원동 180-21,37.53291005,126.9935578
431,이태원1동,서울특별시 용산구 우사단로10길 3 (이태원동),서울특별시 용산구 이태원동 137-54,37.53312913,126.9958473
432,이태원1동,서울특별시 용산구 녹사평대로40다길 27 (이태원동),서울특별시 용산구 이태원동 452-11,37.53561506,126.9894977
433,이태원1동,서울특별시 용산구 보광로 90 (이태원동),서울특별시 용산구 이태원동 21-1,37.53113067,126.9957656
434,이태원1동,서울특별시 용산구 녹사평대로40길 33 (이태원동),서울특별시 용산구 이태원동 552,37.53470481,126.9877099
435,이태원1동,서울특별시 용산구 이태원로19길 46 (이태원동),서울특별시 용산구 이태원동 151-24,37.53635451,126.9918791
436,이태원1동,서울특별시 용산구 녹사평대로40다길 54 (이태원동),서울특별시 용산구 이태원동 155-10,37.5363821,126.9905455
437,이태원1동,서울특별시 용산구 녹사평대로32길 69-5 (이태원동),서울특별시 용산구 이태원동 44-77,37.53184221,126.9915209
438,이태원1동,서울특별시 용산구 우사단로 25 (이태원동),서울특별시 용산구 이태원동 96-3,37.53235274,126.9955498
439,이태원1동,서울특별시 용산구 녹사평대로40다길 43 (이태원동),서울특별시 용산구 이태원동 191-1,37.53616935,126.9900618
440,이태원1동,서울특별시 용산구 이태원로20길 31 (이태원동),서울특별시 용산구 이태원동 730,37.53317103,126.99259
441,이태원2동,서울특별시 용산구 녹사평대로40길 31 (이태원동),서울특별시 용산구 이태원동 549,37.534787,126.9875987
442,이태원2동,서울특별시 용산구 회나무로13길 20-8 (이태원동),서울특별시 용산구 이태원동 254-23,37.54049633,126.9898844
443,이태원2동,서울특별시 용산구 녹사평대로 208-1 (이태원동),서울특별시 용산구 이태원동 532,37.53630244,126.9872215
444,이태원2동,서울특별시 용산구 회나무로42길 51 (이태원동),서울특별시 용산구 이태원동 230-13,37.53967103,126.9936589
445,이태원2동,서울특별시 용산구 회나무로13길 12-1 (이태원동),서울특별시 용산구 이태원동 225-102,37.53997217,126.9896912
446,이태원2동,서울특별시 용산구 회나무로21길 7 (이태원동),서울특별시 용산구 이태원동 252-1,37.54011564,126.9907997
447,이태원2동,서울특별시 용산구 녹사평대로42길 37 (이태원동),서울특별시 용산구 이태원동 361,37.53659479,126.9885918
448,이태원2동,서울특별시 용산구 녹사평대로46길 45 (이태원동),서울특별시 용산구 이태원동 292-3,37.53802149,126.9889652
449,이태원2동,서울특별시 용산구 회나무로13나길 5 (이태원동),서울특별시 용산구 이태원동 255-17,37.54138854,126.990111
450,이태원2동,서울특별시 용산구 녹사평대로46가길 39 (이태원동),서울특별시 용산구 이태원동 193-49,37.53664452,126.9900001
451,이태원2동,서울특별시 용산구 녹사평대로40나길 38-23 (이태원동),서울특별시 용산구 이태원동 404-31,37.53585922,126.9895115
452,이태원2동,서울특별시 용산구 회나무로28길 23 (이태원동),서울특별시 용산구 이태원동 209-2,37.53945427,126.9926683
453,이태원2동,서울특별시 용산구 회나무로41길 33 (이태원동),서울특별시 용산구 이태원동 258-48,37.54183741,126.9945562
454,이태원2동,서울특별시 용산구 회나무로26길 26 (이태원동),서울특별시 용산구 이태원동 225-24,37.53925444,126.990516
455,이태원2동,서울특별시 용산구 소월로40길 20 (이태원동),서울특별시 용산구 이태원동 260-461,37.54277095,126.9907003
456,이태원2동,서울특별시 용산구 녹사평대로40나길 24 (이태원동),서울특별시 용산구 이태원동 451-25,37.5354474,126.9885961
457,이태원2동,서울특별시 용산구 녹사평대로42길 31 (이태원동),서울특별시 용산구 이태원동 355,37.53661101,126.9883061
458,이태원2동,서울특별시 용산구 회나무로44가길 94 (이태원동),서울특별시 용산구 이태원동 199-8,37.5375281,126.991198
459,이태원2동,서울특별시 용산구 소월로44길 11 (이태원동),서울특별시 용산구 이태원동 258-198,37.54240299,126.9929505
460,이태원2동,서울특별시 용산구 회나무로12나길 34 (이태원동),서울특별시 용산구 이태원동 203-15,37.53780884,126.9917939
461,이태원2동,서울특별시 용산구 회나무로44나길 32 (이태원동),서울특별시 용산구 이태원동 205-41,37.53749529,126.9925058
462,이태원2동,서울특별시 용산구 소월로40길 56 (이태원동),서울특별시 용산구 이태원동 260-53,37.54181705,126.9919891
463,이태원2동,서울특별시 용산구 회나무로42길 41 (이태원동),서울특별시 용산구 이태원동 5-37,37.53982949,126.994236
464,이태원2동,서울특별시 용산구 소월로38가길 7-1 (이태원동),서울특별시 용산구 이태원동 261-42,37.54309751,126.9905034
465,이태원2동,서울특별시 용산구 소월로 310-6 (이태원동),서울특별시 용산구 이태원동 258-24,37.54149426,126.9957375
466,이태원2동,서울특별시 용산구 녹사평대로46길 60 (이태원동),서울특별시 용산구 이태원동 217-3,37.53795288,126.9897693
467,이태원2동,서울특별시 용산구 회나무로28길 13 (이태원동),서울특별시 용산구 이태원동 211-9,37.53937476,126.9921944
468,이태원2동,서울특별시 용산구 회나무로44가길 104 (이태원동),서울특별시 용산구 이태원동 198-26,37.53727675,126.9907009
469,이태원2동,서울특별시 용산구 회나무로13가길 37-6 (이태원동),서울특별시 용산구 이태원동 260-38,37.5411882,126.9918231
470,이태원2동,서울특별시 용산구 회나무로13나길 23 (이태원동),서울특별시 용산구 이태원동 260-119,37.54144919,126.9911828
471,이태원2동,서울특별시 용산구 소월로38가길 5 (이태원동),서울특별시 용산구 이태원동 261-9,37.54322196,126.9902642
472,이태원2동,서울특별시 용산구 회나무로42길 9 (이태원동),서울특별시 용산구 이태원동 4-10,37.54049493,126.995806
473,이태원2동,서울특별시 용산구 회나무로35길 12 (이태원동),서울특별시 용산구 이태원동 246-17,37.54071923,126.9935576
474,이태원2동,서울특별시 용산구 녹사평대로46길 21 (이태원동),서울특별시 용산구 이태원동 340-3,37.53729278,126.9880192
475,이태원2동,서울특별시 용산구 회나무로12나길 20 (이태원동),서울특별시 용산구 이태원동 201-29,37.53804786,126.9912014
476,이태원2동,서울특별시 용산구 회나무로44길 52 (이태원동),서울특별시 용산구 이태원동 234-4,37.53908259,126.9952152
477,이태원2동,서울특별시 용산구 회나무로13가길 67 (이태원동),서울특별시 용산구 이태원동 257-1,37.54101417,126.9932657
478,이태원2동,서울특별시 용산구 회나무로 40 (이태원동),서울특별시 용산구 이태원동 225-159,37.5395615,126.9909782
479,한남동,서울특별시 용산구 한남대로10길 6 (한남동),서울특별시 용산구 한남동 381,37.53119313,127.0099651
480,한남동,서울특별시 용산구 한남대로8길 6-25 (한남동),서울특별시 용산구 한남동 431,37.53089654,127.0110662
481,한남동,서울특별시 용산구 우사단로10길 41 (한남동),서울특별시 용산구 한남동 732-150,37.53300166,126.9980136
482,한남동,서울특별시 용산구 독서당로14길 73-4 (한남동),서울특별시 용산구 한남동 469-1,37.53000779,127.0095004
483,한남동,서울특별시 용산구 독서당로8길 14 (한남동),서울특별시 용산구 한남동 118-1,37.53083053,127.0084693
484,한남동,서울특별시 용산구 한남대로10길 34 (한남동),서울특별시 용산구 한남동 343,37.53213266,127.0092572
485,한남동,서울특별시 용산구 독서당로14길 37 (한남동),서울특별시 용산구 한남동 157,37.5315551,127.0084226
486,한남동,서울특별시 용산구 한남대로36길 54 (한남동),서울특별시 용산구 한남동 726-111,37.5428531,127.0053611
487,한남동,서울특별시 용산구 한남대로10길 58-14 (한남동),서울특별시 용산구 한남동 318-10,37.5327216,127.0088057
488,한남동,서울특별시 용산구 한남대로28길 12 (한남동),서울특별시 용산구 한남동 724-1,37.5382319,127.0052772
489,한남동,서울특별시 용산구 한남대로20길 41-4 (한남동),서울특별시 용산구 한남동 31-12,37.53502666,127.0095221
490,한남동,서울특별시 용산구 한남대로 60 (한남동),서울특별시 용산구 한남동 72-1,37.53448686,127.008195
491,한남동,서울특별시 용산구 독서당로6길 32 (한남동),서울특별시 용산구 한남동 508,37.52996676,127.0087208
492,한남동,서울특별시 용산구 대사관로11길 51 (한남동),서울특별시 용산구 한남동 684-63,37.53587204,127.0013952
493,한남동,서울특별시 용산구 한남대로28가길 31-5 (한남동),서울특별시 용산구 한남동 712-1,37.53713398,127.0065526
494,한남동,서울특별시 용산구 이태원로54길 74 (한남동),서울특별시 용산구 한남동 684-51,37.53525092,127.0009814
495,한남동,서울특별시 용산구 독서당로 89 (한남동),서울특별시 용산구 한남동 32-17,37.53476633,127.0102798
496,한남동,서울특별시 용산구 독서당로 22 (한남동),서울특별시 용산구 한남동 522-1,37.53015966,127.007808
497,한남동,서울특별시 용산구 한남대로36길 54 (한남동),서울특별시 용산구 한남동 726-111,37.5428531,127.0053611
498,한남동,서울특별시 용산구 한남대로 60 (한남동),서울특별시 용산구 한남동 72-1,37.53448686,127.008195
499,한남동,서울특별시 용산구 우사단로14길 64 (한남동),서울특별시 용산구 한남동 732-181,37.53441933,126.99862
500,한남동,서울특별시 용산구 대사관로11길 15 (한남동),서울특별시 용산구 한남동 657-26,37.53444062,127.0015504
501,한남동,서울특별시 용산구 한남대로46길 30 (한남동),서울특별시 용산구 한남동 791-15,37.54386272,127.0025
502,한남동,서울특별시 용산구 한남대로46길 46 (한남동),서울특별시 용산구 한남동 726-513,37.54448357,127.0026073
503,한남동,서울특별시 용산구 이태원로54길 31 (한남동),서울특별시 용산구 한남동 684-62,37.53704216,127.0019609
504,한남동,서울특별시 용산구 한남대로40길 32 (한남동),서울특별시 용산구 한남동 726-250,37.54327535,127.0037629
505,한남동,서울특별시 용산구 한남대로40길 51 (한남동),서울특별시 용산구 한남동 726-343,37.54415537,127.0035792
506,한남동,서울특별시 용산구 대사관로 23 (한남동),서울특별시 용산구 한남동 657-33,37.53396872,127.0009747
507,한남동,서울특별시 용산구 한남대로46길 6 (한남동),서울특별시 용산구 한남동 792-4,37.54283909,127.0023962
508,한남동,서울특별시 용산구 우사단로10길 39-96 (한남동),서울특별시 용산구 한남동 732-19,37.53415261,126.9980903
509,한남동,서울특별시 용산구 한남대로40길 63 (한남동),서울특별시 용산구 한남동 726-339,37.54460374,127.0033088
510,한남동,서울특별시 용산구 한남대로28나길 6 (한남동),서울특별시 용산구 한남동 723-23,37.53805803,127.0057913
511,한남동,서울특별시 용산구 한남대로27길 42 (한남동),서울특별시 용산구 한남동 809,37.538754,127.0033634
512,한남동,서울특별시 용산구 대사관로7길 5 (한남동),서울특별시 용산구 한남동 684-85,37.53446392,127.0006541
513,한남동,서울특별시 용산구 한남대로40길 22 (한남동),서울특별시 용산구 한남동 726-90,37.54290705,127.0034561
514,한남동,서울특별시 용산구 한남대로42가길 51 (한남동),서울특별시 용산구 한남동 726-402,37.54516568,127.002872
515,한남동,서울특별시 용산구 한남대로40길 85 (한남동),서울특별시 용산구 한남동 726-322,37.54541968,127.0027882
516,한남동,서울특별시 용산구 대사관로20길 32 (한남동),서울특별시 용산구 한남동 653-66,37.5327172,127.0029545
517,한남동,서울특별시 용산구 한남대로27길 83 (한남동),서울특별시 용산구 한남동 727-1,37.54026168,127.0032065
518,한남동,서울특별시 용산구 한남대로36길 54 (한남동),서울특별시 용산구 한남동 726-111,37.5428531,127.0053611
519,한남동,서울특별시 용산구 이태원로42길 46-1 (한남동),서울특별시 용산구 한남동 683-41,37.53661732,127.0010595
520,한남동,서울특별시 용산구 한남대로27길 19 (한남동),서울특별시 용산구 한남동 696-3,37.53768862,127.0034509
521,서빙고동,서울특별시 용산구 서빙고로65길 14 (서빙고동),서울특별시 용산구 서빙고동 130,37.52084145,126.9945153
522,서빙고동,서울특별시 용산구 서빙고로59길 11 (서빙고동),서울특별시 용산구 서빙고동 195-14,37.52066893,126.9932458
523,서빙고동,서울특별시 용산구 서빙고로 237 (서빙고동),서울특별시 용산구 서빙고동 235-81,37.52054258,126.9902542
524,서빙고동,서울특별시 용산구 서빙고로 285 (서빙고동),서울특별시 용산구 서빙고동 138,37.5206459,126.9951442
525,서빙고동,서울특별시 용산구 서빙고로75길 29 (동빙고동),서울특별시 용산구 동빙고동 80,37.52251502,126.9969407
526,서빙고동,서울특별시 용산구 서빙고로71길 16 (동빙고동),서울특별시 용산구 동빙고동 151-3,37.52149771,126.9958117
527,서빙고동,서울특별시 용산구 서빙고로71길 37-3 (동빙고동),서울특별시 용산구 동빙고동 202,37.52235885,126.9952277
528,서빙고동,서울특별시 용산구 서빙고로65길 30 (서빙고동),서울특별시 용산구 서빙고동 110,37.52144639,126.9942807
529,서빙고동,서울특별시 용산구 녹사평대로11길 44 (서빙고동),서울특별시 용산구 서빙고동 174,37.52141444,126.9934522
530,서빙고동,서울특별시 용산구 서빙고로59길 3-6 (서빙고동),서울특별시 용산구 서빙고동 195-3,37.5204673,126.9931788
531,서빙고동,서울특별시 용산구 서빙고로57길 6 (서빙고동),서울특별시 용산구 서빙고동 198-3,37.52033236,126.9929241
532,서빙고동,서울특별시 용산구 서빙고로91라길 15 (동빙고동),서울특별시 용산구 동빙고동 28-40,37.5253731,126.9967747
533,서빙고동,서울특별시 용산구 녹사평대로11가길 19 (서빙고동),서울특별시 용산구 서빙고동 4-28,37.52210123,126.9928444
534,서빙고동,서울특별시 용산구 장문로9길 25 (동빙고동),서울특별시 용산구 동빙고동 1-39,37.52820347,126.9954187
535,서빙고동,서울특별시 용산구 서빙고로51가길 9 (서빙고동),서울특별시 용산구 서빙고동 4-107,37.52238393,126.9914309
536,서빙고동,서울특별시 용산구 서빙고로73길 37 (동빙고동),서울특별시 용산구 동빙고동 56-3,37.52260347,126.995775
537,서빙고동,서울특별시 용산구 서빙고로67길 48-10 (동빙고동),서울특별시 용산구 동빙고동 250-3,37.52288862,126.9946993
538,서빙고동,서울특별시 용산구 서빙고로65길 38 (서빙고동),서울특별시 용산구 서빙고동 91,37.52181149,126.9943579
539,서빙고동,서울특별시 용산구 서빙고로91나길 96 (동빙고동),서울특별시 용산구 동빙고동 28-15,37.52494599,126.9961516
540,서빙고동,서울특별시 용산구 서빙고로73길 20 (동빙고동),서울특별시 용산구 동빙고동 129,37.52184742,126.9959483
541,서빙고동,서울특별시 용산구 서빙고로59길 7 (서빙고동),서울특별시 용산구 서빙고동 195-2,37.52048182,126.9932885
542,서빙고동,서울특별시 용산구 서빙고로67길 62 (동빙고동),서울특별시 용산구 동빙고동 252-3,37.52317683,126.9941498
543,서빙고동,서울특별시 용산구 서빙고로67길 20 (동빙고동),서울특별시 용산구 동빙고동 191-2,37.52149709,126.9951442
544,서빙고동,서울특별시 용산구 서빙고로57길 24 (서빙고동),서울특별시 용산구 서빙고동 198-8,37.52041992,126.992086
545,서빙고동,서울특별시 용산구 장문로 64 (동빙고동),서울특별시 용산구 동빙고동 1-7,37.52612057,126.9966074
546,서빙고동,서울특별시 용산구 서빙고로91나길 85 (동빙고동),서울특별시 용산구 동빙고동 21-2,37.52450654,126.9960836
547,서빙고동,서울특별시 용산구 녹사평대로14길 7 (동빙고동),서울특별시 용산구 동빙고동 7-40,37.52360161,126.9940045
548,서빙고동,서울특별시 용산구 장문로9길 61 (동빙고동),서울특별시 용산구 동빙고동 1-76,37.52691189,126.9967447
549,서빙고동,서울특별시 용산구 서빙고로75길 5 (동빙고동),서울특별시 용산구 동빙고동 100,37.52149801,126.9967001
550,서빙고동,서울특별시 용산구 장문로 41 (동빙고동),서울특별시 용산구 동빙고동 1-66,37.52774762,126.9949947
551,서빙고동,서울특별시 용산구 녹사평대로14길 20-1 (동빙고동),서울특별시 용산구 동빙고동 253-2,37.52312247,126.9945074
552,서빙고동,서울특별시 용산구 서빙고로67길 32 (동빙고동),서울특별시 용산구 동빙고동 239-10,37.52193446,126.9947174
553,서빙고동,서울특별시 용산구 서빙고로91나길 5-1 (주성동),서울특별시 용산구 주성동 50-10,37.52192846,126.9981315
554,서빙고동,서울특별시 용산구 서빙고로91나길 73 (동빙고동),서울특별시 용산구 동빙고동 42-3,37.52395375,126.9964217
555,서빙고동,서울특별시 용산구 서빙고로91다길 12 (동빙고동),서울특별시 용산구 동빙고동 33-15,37.52414237,126.9977501
556,서빙고동,서울특별시 용산구 서빙고로91가길 8-9 (주성동),서울특별시 용산구 주성동 28-1,37.52295143,126.9995142
557,서빙고동,서울특별시 용산구 서빙고로71길 72 (동빙고동),서울특별시 용산구 동빙고동 45-1,37.52358063,126.9959958
558,서빙고동,서울특별시 용산구 서빙고로91나길 30 (주성동),서울특별시 용산구 주성동 45-7,37.52299656,126.9980358
559,서빙고동,서울특별시 용산구 장문로6길 93 (동빙고동),서울특별시 용산구 동빙고동 1-52,37.52616864,126.9961199
560,서빙고동,서울특별시 용산구 서빙고로75가길 6 (동빙고동),서울특별시 용산구 동빙고동 74,37.52228699,126.9966058
561,서빙고동,서울특별시 용산구 서빙고로91나길 16-10 (주성동),서울특별시 용산구 주성동 42-4,37.52247872,126.9987165
562,서빙고동,서울특별시 용산구 서빙고로91가길 23 (주성동),서울특별시 용산구 주성동 43-17,37.52298187,126.9985799
563,서빙고동,서울특별시 용산구 서빙고로91나길 8 (주성동),서울특별시 용산구 주성동 50-8,37.5221351,126.9981658
564,서빙고동,서울특별시 용산구 서빙고로91다길 34 (동빙고동),서울특별시 용산구 동빙고동 32-24,37.52461328,126.996749
565,서빙고동,서울특별시 용산구 서빙고로91가길 11 (주성동),서울특별시 용산구 주성동 34-2,37.52271366,126.9990756
566,서빙고동,서울특별시 용산구 서빙고로79길 4 (주성동),서울특별시 용산구 주성동 59,37.52185192,126.9975934
567,보광동,서울특별시 용산구 장문로19길 21 (보광동),서울특별시 용산구 보광동 371-1,37.52637956,126.998644
568,보광동,서울특별시 용산구 서빙고로97길 2-7 (보광동),서울특별시 용산구 보광동 35-5,37.52672488,127.0035071
569,보광동,서울특별시 용산구 보광로23길 21 (보광동),서울특별시 용산구 보광동 231-68,37.52754406,126.9983957
570,보광동,서울특별시 용산구 서빙고로91라길 30 (보광동),서울특별시 용산구 보광동 199-1,37.52494151,126.9975538
571,보광동,서울특별시 용산구 장문로 117 (보광동),서울특별시 용산구 보광동 75-1,37.52701136,127.0022998
572,보광동,서울특별시 용산구 서빙고로97길 2-3 (보광동),서울특별시 용산구 보광동 35-50,37.52650233,127.0032479
573,보광동,서울특별시 용산구 장문로15길 15 (보광동),서울특별시 용산구 보광동 228-98,37.52695761,126.9970377
574,보광동,서울특별시 용산구 우사단로2나길 3-9 (보광동),서울특별시 용산구 보광동 265-665,37.52974848,126.999691
575,보광동,서울특별시 용산구 보광로7길 3 (보광동),서울특별시 용산구 보광동 81-5,37.52579479,127.0008608
576,보광동,서울특별시 용산구 보광로32길 6 (보광동),서울특별시 용산구 보광동 241-6,37.52951984,126.9982097
577,보광동,서울특별시 용산구 장문로 72 (보광동),서울특별시 용산구 보광동 210-8,37.52585995,126.9975406
578,보광동,서울특별시 용산구 보광로 72-1 (보광동),서울특별시 용산구 보광동 238-19,37.53023388,126.9972647
579,보광동,서울특별시 용산구 장문로 87-1 (보광동),서울특별시 용산구 보광동 217-7,37.52619962,126.999361
580,보광동,서울특별시 용산구 서빙고로91라길 33 (보광동),서울특별시 용산구 보광동 209-34,37.52515984,126.9976856
581,보광동,서울특별시 용산구 우사단로4라길 17 (보광동),서울특별시 용산구 보광동 265-162,37.53081811,127.0000116
582,보광동,서울특별시 용산구 우사단로2길 55 (보광동),서울특별시 용산구 보광동 265-130,37.52969721,126.9996078
583,보광동,서울특별시 용산구 장문로 104 (보광동),서울특별시 용산구 보광동 448,37.52609919,127.001241
584,보광동,서울특별시 용산구 우사단로2가길 20 (보광동),서울특별시 용산구 보광동 265-348,37.53034271,127.0000815
585,보광동,서울특별시 용산구 보광로31길 21-35 (보광동),서울특별시 용산구 보광동 231-103,37.52822428,126.9979666
586,보광동,서울특별시 용산구 장문로 112 (보광동),서울특별시 용산구 보광동 70-19,37.52639205,127.0019617
587,보광동,서울특별시 용산구 보광로7길 42 (보광동),서울특별시 용산구 보광동 216-33,37.52572136,126.9986966
588,보광동,서울특별시 용산구 장문로17길 14 (보광동),서울특별시 용산구 보광동 382,37.52636776,126.9977817
589,보광동,서울특별시 용산구 보광로31길 6 (보광동),서울특별시 용산구 보광동 243-13,37.52905321,126.9976267
590,보광동,서울특별시 용산구 장문로27길 22 (보광동),서울특별시 용산구 보광동 327,37.5269963,126.9993697
591,보광동,서울특별시 용산구 보광로23길 10-18 (보광동),서울특별시 용산구 보광동 228-21,37.52780722,126.9979611
592,보광동,서울특별시 용산구 보광로32길 1 (보광동),서울특별시 용산구 보광동 242-4,37.52931835,126.9980707
593,보광동,서울특별시 용산구 보광로25길 6 (보광동),서울특별시 용산구 보광동 231-27,37.52847689,126.9984345
